sno,title,content,date,author,rating,product_asin,url
82,5.0 out of 5 stars Can a sequel be better than the first book?,"The answer is a resounding, ‘YES!’ Picking up where “The Plot” left off, Ms. Korelitz weaves an even more fantastic tale with a contemptible, narcissistic anti-hero that I half-wanted to survive, but who I was also rooting to receive their just desserts! To be honest, the storyline is so well-conceived, I’m not quite certain where “The Plot” ends and “The Sequel” begins. I’m glad I read them back to back. Read more",22 Oct 2024,plezWorld,5.0,B0CQHM2KL5,"https://www.amazon.com/Sequel-Novel-Book-2-ebook/dp/B0CQHM2KL5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
83,,After the unbeatable 'Plot' we follow the treacherous widow of Jacob Finch Bonner into her own career as a writer. Another very gripping thriller which is even better if you read 'The Plot' before embarkation. Read more,11 Nov 2024,John Forth,,B0CQHM2KL5,"https://www.amazon.com/Sequel-Novel-Book-2-ebook/dp/B0CQHM2KL5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
84,,"Poorly written, cliche-ridden, implausible, this book is the very worse of the 100 or so books I read this year. I do hope there will not be a sequel to the sequel!!! Read more",12 Oct 2024,yvan allaire,,B0CQHM2KL5,"https://www.amazon.com/Sequel-Novel-Book-2-ebook/dp/B0CQHM2KL5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
85,,"SPOILER ALERT! Jean Hanff Korelitz is one of my favourite writers, and The Sequel is no exception to that rule. Anna is an amazing character and, despite her (ahem) somewhat murderous tendencies, she’s as entertaining, smart and persistent here as she was in The Plot. I did take a star off because things got a tad crazy towards the end of the book, but it’s thoroughly enjoyable nonetheless. Read JHK’s entire oeuvre people: you won’t be disappointed! Read more",16 Oct 2024,Jo Brewis,,B0CQHM2KL5,"https://www.amazon.com/Sequel-Novel-Book-2-ebook/dp/B0CQHM2KL5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
86,,"The perfect sequel to the equally compelling 'Plot', the author has created a chilling but audacious psychopath as her lead who takes the reader on a complex roller-coaster of murder, stolen stories and identities as well as giving a scathing and often hilarious take down of the envy, self-interest and delusion of the  publishing world.  Immensely entertaining, I can't wait for Part Three. Read more",23 Oct 2024,Mrs Armtrough,,B0CQHM2KL5,"https://www.amazon.com/Sequel-Novel-Book-2-ebook/dp/B0CQHM2KL5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
87,5.0 out of 5 stars Book Review: Into the Uncut Grass by Trevor Noah,"You might think #trevornoah ‘s lane is the comedy club stage, but with Into the Uncut Grass, he’s stepped off the stage and into a world of quiet wonder. And surprisingly, it works. This book brought me right back to those days when I’d make friends with imaginary creatures and believe the backyard was a hidden jungle kingdom. It’s lighthearted yet somehow stirs up all those hidden depths—kind of like The Boy, the Mole, the Fox and the Horse, but with Trevor’s unique warmth splashed across every page. Reading it felt like finding an old map back to my imagination, the kind that had been tucked away for years. I couldn’t help but feel that familiar freedom—the kind that only comes when you’re young and limitless, when “pretend” isn’t just a game but an entire world of possibility. And just when you think you’re floating away on the nostalgia cloud, he brings in these lines that anchor you, like “If you still call it home, you can always go back.” A simple sentence, but somehow it gets you right in the heart. #IntotheUncutGrass is technically a picture book, but don’t let that fool you—it’s not just for kids. This one’s for kids to share with parents, parents to share with kids, and maybe even for grown-ups who need a break from “adulting.” It’s dedicated to the imagination that lives in all of us, waiting patiently for us to wander back and explore. Read more",10 Nov 2024,Darshini,5.0,B0BXJ4FDX3,"https://www.amazon.com/Into-Uncut-Grass-Trevor-Noah-ebook/dp/B0BXJ4FDX3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
88,"5.0 out of 5 stars Families , friends, teachers, friends with family young or old.","I just finished this beautiful little book, and it was absolutely amazing! Each of its four chapters is a unique gem, filled with golden nuggets of wisdom and insight that resonated deeply. The story is crafted with such elegance and simplicity, offering tiny treasures of inspiration. I chose the hardcover because, as a book lover, I truly appreciate the artistry—both in words and illustrations, which are spectacular and bring an extra layer of magic to the experience. This book is a true delight, a keepsake worth revisiting again and again for its timeless messages. Add this one to your collection for sure 🤗 Read more",26 Oct 2024,Tabatha M. Grimes,5.0,B0BXJ4FDX3,"https://www.amazon.com/Into-Uncut-Grass-Trevor-Noah-ebook/dp/B0BXJ4FDX3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
89,5.0 out of 5 stars Book was quite creative with story and pictures,Bought for a child.  Pictures and episodes were humorous and imaginative. Read more,03 Nov 2024,Kenneth Hopkins,5.0,B0BXJ4FDX3,"https://www.amazon.com/Into-Uncut-Grass-Trevor-Noah-ebook/dp/B0BXJ4FDX3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
90,4.0 out of 5 stars Sweet…but I wanted more.,"The boy and his teddy bear, Walter, start the day. Walter wants to follow rules and be responsible. Chores before adventure. The boy wants to Goooooo! Off they go Into the Uncut Grass. It is a sweet story of friendship, self-exploration, and considering the perspectives of others. The story uses the journey, a gnome and some snails, to advise and illustrate how shifting one’s perspective is an important skill for learning and growing together. It fell short of one conversation for me. I wanted to see the boy return home and ask his mother why the rules had to be followed. I wanted to see him apply the skills he had observed on his journey. I wanted to see him work it out with her. I expected to see this, because of the way it was written. I loved the book, but this twinge of disappointment means I can not give it 5 stars. Trevor, I lived in South Africa from 1995-1999. I cried watching Invictus, because I marveled at a country who had transitioned from Apartheid with so much grace. Nelson Mandela was a beautiful person. My fifth son was born in South Africa. I wish you could come eat Indian food with us the next time you are in North Carolina. We love you. Read more",28 Oct 2024,Bhushan,4.0,B0BXJ4FDX3,"https://www.amazon.com/Into-Uncut-Grass-Trevor-Noah-ebook/dp/B0BXJ4FDX3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
91,5.0 out of 5 stars The Magic of Words & Art,"What a delight to read! First quietly to myself, marveling in the movement of the illustrations and gentle humor and truth of the words. Then out loud to my nieces, who enriched the fable with their own imaginations. Read more",10 Oct 2024,WOW: Woman of Words,5.0,B0BXJ4FDX3,"https://www.amazon.com/Into-Uncut-Grass-Trevor-Noah-ebook/dp/B0BXJ4FDX3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
92,5.0 out of 5 stars What the world needs now,Absolutely stunning book for adults and children alike. I think Trevor Noah has been peeping on the happenings in our home. The challenge of the sand paper experience in what should be a harmonious home takes on a whole new look! The earlier we learn about the nature of conflict the sooner we will live unburdened from the irritation of it. Well done Trevor!!! Read more,26 Oct 2024,Denise Thomas,5.0,B0BXJ4FDX3,"https://www.amazon.com/Into-Uncut-Grass-Trevor-Noah-ebook/dp/B0BXJ4FDX3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
93,5.0 out of 5 stars A path through curiosity with empathy holding your hand,"This subtly powerful journey illustrates with gentle beauty the lifelong process of self-discovery through the experience of a day seen from a new perspective with a child and toy bear that will illuminate the lovely seeds of wonder throughout your mind to flower with the ideas you’ll discover along the way, even after the last page as the story continues to travel with you in memory to new magic adventures. Read more",18 Oct 2024,Christina Smith,5.0,B0BXJ4FDX3,"https://www.amazon.com/Into-Uncut-Grass-Trevor-Noah-ebook/dp/B0BXJ4FDX3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
94,5.0 out of 5 stars Beautiful book,Trevor’s story about perspective and conflict resolution is thoughtful and beautiful.  The illustrations are lovely.  It’s an easy read and meant for both children and adults.  I plan to gift my copy to my daughter so she can share it with her daughter.  Thank you Trevor! Read more,25 Oct 2024,Oceanbird59,5.0,B0BXJ4FDX3,"https://www.amazon.com/Into-Uncut-Grass-Trevor-Noah-ebook/dp/B0BXJ4FDX3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
95,,"The media could not be loaded. It’s difficult finding children’s books that aren’t either completely arbitrary, too short or too boring for the adult to be interested. Most children’s books seem lazy to me and I find myself wondering how authors get away with it. It’s probably a scam industry like most other industries. This is a thoughtful book which has made story time fun again for a few days Read more",24 Oct 2024,Greg-London,,B0BXJ4FDX3,"https://www.amazon.com/Into-Uncut-Grass-Trevor-Noah-ebook/dp/B0BXJ4FDX3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
96,,"Very light and entertaining read, imparting good morals. My grandson enjoyed the story and colourful illustrations. After reading 'Born A Crime' I personally expected more. Read more",15 Oct 2024,Lokarj,,B0BXJ4FDX3,"https://www.amazon.com/Into-Uncut-Grass-Trevor-Noah-ebook/dp/B0BXJ4FDX3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
97,,I bought this for my grandson for Christmas. I think he'll like it! Fast. It arrived quicly and in mint condition Read more,17 Oct 2024,enzo1990,,B0BXJ4FDX3,"https://www.amazon.com/Into-Uncut-Grass-Trevor-Noah-ebook/dp/B0BXJ4FDX3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
98,5.0 out of 5 stars An emotional and fantastic book,"Phewwwwww. I am exhausted. That ending was - wow.  The ending just gutted me and also shocked me and I AM SO READY FOR THE NEXT ONE NOW PLEASE!! These characters were so good and complicated and the banter was perfection.  ST did an amazing job showing how easily desperation and horrible circumstances can turn someone into a person they nor you recognize. Are the characters irredeemable or is there hope?! You are on the edge of your seat trying to find out. I found the pacing to be a bit on the slower side at times so just be prepared, especially if you read the previous series and expect to jump bang into action. There is a lot of great world building; I love seeing and learning more about the different lands and cultures and magic. The writing was just as beautiful as expected and the imagery poignant the entire time. You CAN read this as a standalone series without reading the Ember series before, BUT I highly recommend you do because you emotional connection to this world and especially the previous trio of characters will be a huge factor in this story (IMHO). Read more",07 Oct 2024,Rebecca G,5.0,B0CTSZMYRD,"https://www.amazon.com/Heir-Sabaa-Tahir-ebook/dp/B0CTSZMYRD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
99,5.0 out of 5 stars It is EVERYTHING you could hope for and so much more!,"Once again Sabaa Tahir made her siren call and drew me back to the lands she made me fall in love with in An Ember in the Ashes series. And I fell even deeper in love. We meet the next generation and revisit some of our beloveds from before. The plot is intricate, the characters multilayered and enthralling. This book is definitely another must read from an author who delivers timeless lessons, beautiful prose, and some dark twists that only hurt so badly because she makes us feel oh so much. If you loved An Ember in the Ashes, Heir is a must read. Dive in and prepare yourself to feel too much yet again. Read more",06 Oct 2024,Mys Tee,5.0,B0CTSZMYRD,"https://www.amazon.com/Heir-Sabaa-Tahir-ebook/dp/B0CTSZMYRD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
100,"4.0 out of 5 stars I didn't love it as much as Ember, but still amazing writing skill & thrilling fantasy novel","Ember in the Ashes is one of my favorite series and a series that I've read more than once. I was so excited to Heir and to be back in the same world but with new characters. I loved that we got to see some of our original characters and that their presence wasn't a minor easter egg but a presence as secondary characters. Quinn & Sorcha were my favorite POVs, whereas Aiz's plot line felt a little predictable. I quite enjoyed the story and all the characters, but this book lacked the wow factor that Ember in the Ashes brought to the table. I felt like the opening pacing was slow and this book took a little while to get going. The climax was glorious in the sense that Sabaa doesn't pull her punches when it comes to her characters, and there was a lot of brutality and death. I didn't quite love how this one ends in regards to the antagonist & where one of the characters leaves off at, but I will still read book 2 & anything else that Sabaa writes! She's a phenomenal author, and while I didn't love this book I feel like a 4-star rating is still earned! Read more",16 Oct 2024,Amanda Harris,4.0,B0CTSZMYRD,"https://www.amazon.com/Heir-Sabaa-Tahir-ebook/dp/B0CTSZMYRD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
101,5.0 out of 5 stars Sabaa out here causing more pain in the best way!!,"So. Many. Thoughts! First, Ilar! Uh I did not see that one coming and when I was hit upside the head with it I yelled, wait WHAT?! Twist of all twists. When I finished the Embers quartet I always say that Sabaa Tahir has zero respect for her characters. What do I mean by that? She likes to kill them off and hurt your feelings. That didn’t stop in Heir. I’d say don’t get overly attached to characters, but she makes it impossible not to. Just accept that you will be hurt and love the book all at once. Also understand she will give you trust issues, but you’ll always come back for more. The trust issues will make sense when you read this book. All that said, I highly recommend reading the Embers quartet before starting this because it will help in understanding some things. They’re also some of my favorite books ever and so worth the read. This book will be join them as an all time favorite as well. In this story you get to revisit some of the OG characters and see what they’ve become while meeting the next generation along with the others in this new crew. Ruh will steal your heart just so it can be shattered. Sirsha and Quil are the ones you will root for in every way. Sufiyan, Aurelia, and even Tas will bring the bit of comedic relief. Then Aiz, well you’ll have to determine your own feelings towards her. This book is the perfect example as to why too much power should never happen. How it corrupts and turns people away from the greater good and the goals they initially had, but also how the good can overpower it. If you want an action packed, murderous, romantasy that will make you cry this is the book for you. I know I say Sabaa gives me trust issues, but nobody brings pain more beautifully than her. If she writes it, I will always read it and recommend it! Read more",02 Oct 2024,marshas_world_of_books,5.0,B0CTSZMYRD,"https://www.amazon.com/Heir-Sabaa-Tahir-ebook/dp/B0CTSZMYRD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
102,5.0 out of 5 stars sabaa does it again,"Just like Ember in the Ash. I knew I was gonna get my heart trampled on and couldn’t wait to start the journey  Sabaa writing and story telling is so beautiful, even the characters you don’t want to like you still understand their reasons and purpose.  This book is amazing and am now anxiously awaiting book 2.  I also loved that we got to see the characters we loved from the ember and the ash series , because I was very attached to them Read more",10 Oct 2024,Lyndsay Juhl,5.0,B0CTSZMYRD,"https://www.amazon.com/Heir-Sabaa-Tahir-ebook/dp/B0CTSZMYRD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
103,5.0 out of 5 stars Return to the Empire!,"Aiz has burn scars from an orphanage fire ten years prior and wants vengeance for the victims of the fire. Prince Quil is heir after the Empress, his Aunt Helene, and he loves to be under the radar and roams the streets with anonymity. Bani al-Mauth, the holy figure Chosen of Death, meets with Quil after a homeless boy is killed by having his heart burned out of his chest. She wants Quil’s help in stopping the murders that have taken place. Sirsha is a poor jewel thief trying to survive the slums and earn enough to move away someday. She’s running from a violent gang and barely escapes when she’s found by a man who wants her help. Their paths will cross and danger follows. Likes/dislikes: It was nice to be in the world of An Ember in the Ashes again, over a decade into the future. Instead of learning about a new world and trying to navigate it, I was revisiting a world I was very familiar with. The new main characters are complex and each has a story to tell. Mature content: PG-13 for implied sex on page. Language: R for 37 swears, no f-words. Violence: PG-13 for bloody deaths. Ethnicity: mentions brown and white skin. Read more",28 Oct 2024,Delta High School Library,5.0,B0CTSZMYRD,"https://www.amazon.com/Heir-Sabaa-Tahir-ebook/dp/B0CTSZMYRD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
104,"5.0 out of 5 stars Like everything else, AI exists in context","Harari is an extremely lucid author who excels at distilling the complex into the simple. As in all his books, he seamlessly takes the reader from the distant past to the present to the future. In this case his subject is information and the networks we use to manage and disseminate it. As such it is, but isn’t, a book about AI. “My goal with this book is to provide a more accurate historical perspective on the AI revolution.” In many ways, it is a book about politics, although the author never names names or talks in terms of blue and red. And his canvas is global and spans history. He does, however, talk about democracy, populism, totalitarianism, and such, terms that are being bandied about a lot in the US this election year. And that, I suspect, is why the reviews of the book vary so widely. We are a polarized nation and want to inject politics into just about everything. Harari, however, is not a politician or political commentator. He is an historian who, of course, has not defined that history. His job is to spot the patterns. And in this case the pattern has a political implication.  “Democracy and dictatorship are typically discussed as contrasting political and ethical systems. This chapter seeks to shift the terms of the discussion, by surveying the history of democracy and dictatorship as contrasting types of information networks.” Which ultimately, of course, brings us to AI. The author correctly notes that AI is different from all prior information networks (e.g., printing, the telegraph, the Internet, the pre-modern church, etc.) in that it is the first network capable of acting independently of humans. And, as a result, it deserves special consideration, both for its opportunity and its menace. Adding a bit of gravity and urgency to the matter, Harari notes: “The main argument of this book is that humankind gains enormous power by building large networks of cooperation, but the way these networks are built predisposes us to use that power unwisely. Our problem, therefore, is a network problem.” Harari, among many other prominent voices, as a result, argues that we must manage the future application of AI. I agree. Our tech leaders, unfortunately, have shown themselves to be as independent of oversight as AI itself. And given the enormous amounts of capital that AI will undoubtedly unleash, my personal fear is that Silicon Valley, at Wall Street’s urging, will unleash AI before there is any public consensus on its application. After all, that is what they have done at every step of the digital revolution. They routinely release powerful new products that must almost immediately be updated to fix flaws and security oversights in their design. The earliest pioneers of the internet, as but one example, now readily admit that they did not foresee the degree to which it could be abused by malevolent actors. With AI, however, we may not get the chance to address the problems in retrospect. As part of its mission, the book also offers a plethora of insights into several important underlying currents of thought and conviction important to current culture. Some of my favorite quotes: “But power isn’t wisdom…” “The naïve view [of information] thinks that disagreements about values turn out on closer inspection to be the fault of either the lack of information or deliberate disinformation.” “History isn’t the study of the past; it is the study of change.” “However, democracy doesn’t mean majority rule; rather, it means freedom and equality for all.” “It is particularly crucial to remember that elections are not a method for discovering truth. Rather, they are a method for maintaining order by adjudicating between people’s conflicting desires.” “…information isn’t truth.” In the end, I believe it is an author’s job, with few exceptions, not to tell us what to believe, but to make us think. And with this book, in addition to his many others, this author has done just that. I do believe, therefore, that this book is worth every reader’s time. You won’t agree with everything he says. I didn’t, either. And it is true that the higher you take the camera the simpler the landscape looks, to the point of causing you to make erroneous conclusions about what you see. Not all patterns have meaning. Sometimes they are just patterns. Read more",30 Sep 2024,"Gary Moreau, Author",5.0,B0CRP6SPL1,"https://www.amazon.com/Nexus-Brief-History-Information-Networks-ebook/dp/B0CRP6SPL1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
105,"5.0 out of 5 stars Information flow:  Its history, present & future uses and misuses by all not just a few","Entertaining and refreshingly  even sided coverage of the history, present and anticipated future uses and abuses of  information as a means to power, progress, or destruction  Harari besides thoughtfully brilliant and credible in its predictions/extrapolations for the future of information is courageous enough to be honest about the past and present of information control, albeit diplomatic with the status quo, of course, since he has ambitions to influence it. Harari doesn't shy away from a comprehensive review about who has been controlling information and who wants to controls Information versus those in favor of open information flows.  So when we first start reading ""Nexus"" we roll our eyes about he seemingly pointing only to the usual contemporary suspects on the right with the usual simplified rethoric about them, only to be regained to a balanced conversation  when he admits that controlling information as a means to power is much older and comes from the left and marxism. Hence, Instead of a fairy tale for children of good left guys and galls always accurate  and trustful and bad ones always lying that simpler less sophisticated minds in mainstream try to persuade us of, with Harari we get an adult centrist view and reflection about the nuances and both positive as well as negative view information on all sides  We leave the book much more educated and aware of all that surrounds us in terms of information networks and their potential for good and bad.  The same is true for Harari's view on Artificial Intelligence intertwined with information. Never childly, neither too optimistic nor too fearful he presents a realistic and credible view of how AI is going to occupy its space and mingle with us.  Great reading. Read more",15 Sep 2024,P. Caetano,5.0,B0CRP6SPL1,"https://www.amazon.com/Nexus-Brief-History-Information-Networks-ebook/dp/B0CRP6SPL1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
106,4.0 out of 5 stars Definitely worth reading though not a good compass for navigating the future,"Nexus is the latest book by Yuval Noah Harari in which he explores some of the existential questions that concern technology and humanity and their interaction.  Starting from a perspective of information and its role in increasing participation or strengthening control the work weaves together a lot of topics to try to give a perspective on how technology is impacting society in some positive but many detrimental ways.  He then pursues the topic of AI which he alters the acronym to Alien intelligence to highlight the intrinsic difference in computational schemes that goes into machine technologies and highlights a multitude of scenarios that seem plausible but highly concerning about the embedding of more technology into our social structure.  It is a thought provoking book that highlights rational concerns on our future in a technology fueled world but it offers no real policy vision on what to do about it.  It does serve as a strong reminder that there are severe consequences to some of our technology roadmaps and they are already impacting us but again what to do about it is the real question not what are imaginable scenarios. The book is split into three parts starting with human networks.  The author in his usual style implicitly pokes fun at humanity's social structure and history of gravitating to mythology and shows how much of history has been about using information and story to create order.  Human stories create networks of common purpose far beyond the family unit and thus has been the basis of creating networks that allow for coordination on a scale that no other species can replicate.  This is a powerful concept introduced and is also then discussed in the context of democracy and autocracy.  The author highlights that the information structure of a democracy is that of greater participation in the information network and in autocracy it is a centralized one.  These different style focus on truth and order with different priorities.  The author brings up how in autocratic, mimicking religious frameworks the systems are built on the timelessness of the regime for providing solutions and thus infallibility is a pillar of the governance structures.  Democracy being an evolving system by construction is more fluid with the potential to get carried in different directions at different times.  The author makes it a strong point to highlight that democracy is not majoritarianism but is about the rights of citizens for themselves not the rights of citizens over others. The author moves onto computers and their influence.  He highlights the distributed nature of them as well as their permanence in the infrastructure we depend on.  The author starts to highlight how the control of this network has changed interaction structures as well as changed the likelihood of survival of autocratic regimes relative to the past.  In particular the information gathering networks of today can be processed in real time unlike in the past when piles of papers would be the product of surveillance that the state didn't have the capacity to process.  The author also highlights that networks can perpetuate bias and be error prone. From here the author moves on to the influence of technology on politics and its clear deterioration in recent times.  He gives a multitude of scenarios in which platforms with no editorial review that promote user engagement are mere platforms to perpetuate hate and sensationalism.  These examples all highlight how the ""objective function"" that many algorithms are trained to maximize have a negative relationship with human welfare.  There is also little consequence of this given the weak regulatory oversight.  Despite this problem the author is able to highlight that oversight itself solves little because we don't know the consequences of changing goals given the complexity of mapping the dynamics of the underlying ecosystem to their conclusions.  The author uses some examples where AI evades boundaries to achieve goals highlighting the increasing difficulty in constraining AI in practice.  Overall the book highlights the concerns many people have about the direction of technology and the speed at which technology has been disruptive.  Unfortunately despite such concerns resonating they do not offer sufficient concern to stop progress nor a blueprint for a dependable oversight structure, which is probably impossible to achieve anyway.  This leaves us unfortunately unsettled and without clear solutions. Nexus was a stronger work than Homo Deus and up there with Sapiens.  As usual he will likely have an audience which dislikes his style and willingness to poke fun at some of humanities mythologies but the content is deep and the argument construction is well thought out.  I definitely think this is a worthwhile read but be prepared to come out of it with no further wisdom on what to do about it. Read more",21 Oct 2024,A. Menon,4.0,B0CRP6SPL1,"https://www.amazon.com/Nexus-Brief-History-Information-Networks-ebook/dp/B0CRP6SPL1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
107,,Uso sabio de la información Read more,03 Nov 2024,Gustavo Mendez,,B0CRP6SPL1,"https://www.amazon.com/Nexus-Brief-History-Information-Networks-ebook/dp/B0CRP6SPL1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
108,,"Yuri Noah Harari has to be one of the greatest story tellers today. I fell in love with his work Sapiens a few years ago as it opened my eyes to so much of human history that I was not aware of. A work I feel that should be taught in the school systems. This work, Nexus, is like that one only about the emergence of AI and how it has slowly evolved and continues to grow, becoming a part of society and the potential pluses and pitfalls that will come along with it. I, myself, am learning more and more about Artificial Intelligence and to be honest I would consider this a core work if you are looking to understand what A.I. is and where it could go. The depth of knowledge that the author consumed in writing this is staggering and his organization and referencing of those works is done masterfully. I was intrigued by just about everything in this work and here are some tidbits just minimally referenced: - Referring to the difference between Intelligence and Consciousness. An obvious comparison but I liked how he laid it out, I sort of gave it a variation though. He referred to an example of Intelligence as the means to be able to bring followers and subscribers to your channel to which I immediately thought, whereas conscience is how you feel about doing what was necessary to bring those followers to your channel. - The social credit system environment. He made a good point of if you have that in place in your society, say it was in the context of social credit for a religion. If someone gets max scores how do you know if the person did so because they truly believe in the religion or they just know how to play the game? - Finally, self-correction as what is needed to be in place to save us from A.I. getting away from humanity (my interpretation). Yes, for when there is no self-correction (as he brings up in the book) things can get away and go too far sometimes too quickly. Nexus is a true masterwork in my mind. I will read over and study this book. I have made note of many of the reference books and plan to get/read a number of them as well. More than 5 stars. Read more",25 Oct 2024,Geoff,,B0CRP6SPL1,"https://www.amazon.com/Nexus-Brief-History-Information-Networks-ebook/dp/B0CRP6SPL1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
109,,"Nous confronte à la réalité de façon concise, clair et précise. Read more",13 Nov 2024,Philippe,,B0CRP6SPL1,"https://www.amazon.com/Nexus-Brief-History-Information-Networks-ebook/dp/B0CRP6SPL1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
110,,Another great book from Yuval Noah Harari. Read more,08 Nov 2024,Larry Omo,,B0CRP6SPL1,"https://www.amazon.com/Nexus-Brief-History-Information-Networks-ebook/dp/B0CRP6SPL1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
111,,Mi è sembrato a tratti un po’ ripetitivo Read more,01 Nov 2024,Andrea,,B0CRP6SPL1,"https://www.amazon.com/Nexus-Brief-History-Information-Networks-ebook/dp/B0CRP6SPL1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
112,5.0 out of 5 stars Wow.  It deserves way more than 5 stars.,"If you love The Thursday Murder Club you will love this book.  Lots of really, really great wit.  As I am not British I am sure a few quips went over my head, but there are so many, it just didn’t matter. Great murder mystery, great characters, wonderful human insight and an all around fun read.  I read a book a day - well written prose and a compelling story are hard to find.  And, it makes you laugh and keeps you on your toes.  Please write ten more quickly - as Rosie would say “chop, chop”, hmmm, that would be a great name of a book. Read more",20 Sep 2024,VLB,5.0,B0CQJHF3HQ,"https://www.amazon.com/We-Solve-Murders-Richard-Osman-ebook/dp/B0CQJHF3HQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
113,4.0 out of 5 stars We Solve Murders,"I just finished reading We Solve Murders and, although I was initially afraid I would be disappointed after reading all the Thursday Murder Club books, I am pleased to say I thoroughly enjoyed it.  Loved all the characters and story development and loved all the humor.  And I especially love that we have the possibility of sequels. I Read more",08 Oct 2024,skipo,4.0,B0CQJHF3HQ,"https://www.amazon.com/We-Solve-Murders-Richard-Osman-ebook/dp/B0CQJHF3HQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
114,5.0 out of 5 stars Another Delightful Read by Richard Osman!,"I highly recommend this book! It has fantastic characters, a great plot, and an amazing ending! As with any Richard Osman novel you’ll meet some extremely love able characters and laugh the whole way through! Great suspense as well!! A great mix of humor, suspense and heart! Read more",17 Oct 2024,Lisa,5.0,B0CQJHF3HQ,"https://www.amazon.com/We-Solve-Murders-Richard-Osman-ebook/dp/B0CQJHF3HQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
115,5.0 out of 5 stars Simply A Wonderful Novel.,"This really is an exceptional book,  but it took 50 pages or so for the author to lay the foundation w/ all- new characters,  in an entirely new line of books! One of the most important things to know about this novel is that Mr Osman did not use nearly as much humor to tell this story as he did w/ the Thursday Murder Club! Don't get me wrong, I loved nearly every one of his previous novels he wrote,  but I could have done without some of the hilarity that he used in those novels! But in my opinion he did not make that same mistake in this latest book, which is titled We Solve Murders! We Solve Murders was a much more serious- minded book,  and he used a much more serious level of dialog! And as far as I'm concerned, Osman hit it out of the park w/ this book! It was absolutely wonderful! The characters were all great, and the storyline was absolutely amazing! The pages literally flew by and the book was finished in no time! And the last thing I want to say is just how much I like the fact that Richard Osman uses the very last sentence of his novels to make an important statement, and he most certainly did not fail to deliver at the end of this one! All in all, this was easily a Five- Star novel, and I look forward to the next book in the series! Read more",22 Sep 2024,Dave Perry,5.0,B0CQJHF3HQ,"https://www.amazon.com/We-Solve-Murders-Richard-Osman-ebook/dp/B0CQJHF3HQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
